user_id,page_visited,time_spent
908,grandparent,42
346,lunch,126
676,feeding,129
368,pass,146
246,fight,173
177,expansion,100
207,reference,30
348,incarceration,61
551,sandbar,60
813,cumin,214
546,jason,86
999,income,108
787,hawk,158
253,fabric,74
243,ravelin,112
499,opinon,159
323,organising,137
406,urinal,78
598,query,151
281,fight,23
298,relabelling,219
700,ostrich,122
517,idol,178
5,jailhouse,60
25,graft,168
472,reporter,169
938,hybridisation,168
176,wrapper,172
540,quidditch,64
854,misadventure,191
703,jimmy,233
390,hello,106
45,kitten,54
703,innocence,52
32,organising,134
881,deterioration,211
22,epee,72
926,backbone,27
631,father-in-law,124
699,xbox,84
243,kick,23
294,latte,118
845,neologism,193
551,zero,136
716,x-ray,244
920,granny,101
591,zealot,236
271,yin,148
478,opinon,52
33,underwire,73
461,armenian,135
30,income,99
538,zoologist,208
441,whereabouts,150
276,armenian,237
703,zero,156
492,zoologist,139
572,zealot,242
485,emails,163
451,quiz,65
980,juggling,166
413,discomfiture,153
794,membrane,106
126,goodie,177
455,jingle,172
820,fight,227
727,jailhouse,174
473,millimeter,48
438,xylophone,47
718,quartz,131
605,xbox,42
280,benedict,27
356,millimeter,156
109,opportunist,228
191,independence,222
989,admire,170
172,workpaper,159
234,warming,80
833,incitement,35
482,prostacyclin,98
927,armenian,140
426,dickey,99
347,radar,216
522,proliferation,231
73,memo,162
541,good-bye,190
17,lube,175
143,kitten,143
884,taxis,73
831,thirst,24
526,quidditch,131
36,pillowcase,111
827,jug,171
730,urination,49
667,hand,174
556,quiz,80
119,transom,208
993,rooster,40
371,hype,89
256,stab,209
708,knickers,173
77,wrapper,125
66,littleneck,186
396,incircle,49
964,zither,99
387,tambour,200
824,fabric,173
874,dietician,34
482,education,211
683,congratulation,88
825,membrane,170
603,visual,203
183,wolf,203
377,admire,236
743,lust,146
268,impostor,192
695,grease,168
511,zookeeper,122
397,eavesdropper,131
462,honeydew,150
612,git,77
480,breakfast,27
422,quiz,247
44,rooster,180
664,workforce,186
638,llama,180
331,hybridisation,228
57,gnu,147
63,relabelling,76
523,update,191
623,transom,153
390,xylophone,136
857,independence,155
883,gateway,215
133,lunch,245
798,symphony,113
523,xylophone,188
103,tambour,228
439,transom,31
477,little,147
670,hybridisation,118
666,benedict,186
120,ultimatum,222
51,transom,217
733,zoologist,85
751,versaille,142
394,membrane,160
389,quartz,247
547,tessellation,114
656,rooster,238
392,quarto,106
52,zebrafish,47
890,nonbondad,42
935,zealot,239
180,harm,135
867,admire,179
492,littleneck,131
512,xbox,55
737,stab,210
572,lyre,109
244,poncho,27
420,textbook,161
993,xbox,99
746,xylophone,71
82,hurry,64
789,income,240
324,north america,209
938,latte,55
245,zipline,105
924,quartz,156
286,jimmy,35
246,xbox,214
298,vista,237
90,festivity,24
837,incitement,161
991,aquarist,116
160,but,104
166,imagery,53
226,xbox,114
296,responsibility,167
672,admire,48
649,gazelle,92
685,fight,212
232,knife,70
778,neologism,20
652,hybridisation,187
151,numeracy,191
552,tram,155
679,signatory,162
423,supernatural,28
272,fight,150
136,xylophone,233
384,pass,243
562,caucasian,75
201,fat,235
184,epee,58
965,stab,242
487,diagram,241
801,reporter,124
363,epee,48
622,graft,158
197,zero,188
467,underpass,65
927,aspic,247
244,emery,59
205,knife,242
198,semicircle,72
21,hello,178
463,necessity,57
207,reporter,170
170,outsider,112
846,congratulation,117
553,factotum,75
757,gateway,224
585,innocence,89
875,quidditch,146
137,planet,58
766,quartz,61
546,dietician,173
979,flask,126
791,relaxation,73
980,lunch,113
278,interior,190
911,aspic,20
614,quarto,24
830,latte,173
398,citral,135
513,oyster,190
428,hit,63
637,formatting,146
523,nerve,156
376,jug,213
762,registry,69
689,kitsch,160
124,essence,183
716,roadshow,109
442,vista,175
876,spectrum,124
850,job,90
511,fight,104
115,dietician,202
213,inequality,161
158,harvester,104
897,meringue,178
782,hacksaw,133
950,roadshow,204
424,citral,200
954,gateway,144
892,opportunist,150
838,deterioration,216
433,xbox,208
387,outsider,140
708,neologism,51
877,grease,27
417,quantum,245
652,hit,241
992,ultimatum,165
78,inspector,144
73,audiotape,31
502,plain,109
296,jingle,234
840,overlapping,242
17,evening-wear,239
969,connectedness,21
244,underpass,168
963,llama,187
873,yoke,87
710,financing,233
181,jingle,109
472,windmill,143
763,yorkedness,169
430,xbox,133
84,roadshow,208
224,economics,221
191,semicircle,178
536,turmoil,81
168,tambour,240
227,millimeter,150
868,zookeeper,241
294,lunch,125
211,income,217
1,romaine,54
669,gall-bladder,140
727,workpaper,89
21,caucasian,178
988,petroleum,208
568,pan,174
661,xylophone,52
254,economics,45
531,sandbar,226
504,spectrum,211
103,expansion,186
472,idol,184
415,interior,192
107,dietician,40
223,outset,72
410,earring,179
825,mistake,193
11,nectarine,30
965,fat,35
116,prostacyclin,46
176,kenneth,209
49,prostacyclin,157
841,yolk,117
456,membrane,227
335,oyster,194
84,soda,99
884,tambour,183
119,quartz,116
556,graft,162
221,income,63
654,tambour,226
495,horseshoe,65
721,responsibility,142
893,hacksaw,126
112,crackpot,181
155,x-ray,225
430,vomiting,236
748,zealot,55
834,lunch,159
538,jingle,107
900,millimeter,25
483,goodie,41
261,xbox,50
628,hit,156
787,numeracy,236
954,defense,61
114,dickey,191
652,mailing,175
435,update,132
18,incarceration,227
656,littleneck,92
904,honeydew,61
317,hello,144
651,relationship,170
656,kindness,187
242,kick,231
618,tram,27
102,windmill,204
364,wolf,162
625,raffle,239
978,gateway,108
170,guacamole,239
411,greatness,169
472,roadshow,215
654,kitsch,38
218,eavesdropper,150
85,llama,54
109,brat,149
493,synch,81
853,genius,220
284,yin,153
953,protagonist,206
9,left,144
947,extract,104
128,railroad,238
190,epee,114
883,hit,76
390,evening-wear,69
137,congratulation,103
563,outset,65
634,evening-wear,42
485,german,164
295,xylophone,48
944,misadventure,63
710,update,36
738,inspector,77
613,genius,72
352,benedict,198
690,xylophone,55
644,admire,67
809,guitar,211
65,independence,154
173,mailing,244
68,interior,198
252,llama,225
773,raffle,114
159,inspector,123
563,outsider,100
79,graft,206
739,dickey,72
849,knickers,55
938,ketchup,248
794,north america,182
389,hope,35
252,gateway,214
960,traveler,107
575,outsize,105
835,relaxation,135
55,executive,238
310,grandparent,188
60,volume,217
862,petroleum,91
341,kibbutznik,178
861,kiosk,95
596,urination,236
13,xbox,63
748,visual,167
333,genius,35
373,rangoon,150
882,worry,86
110,tradition,174
638,registry,115
434,yoke,114
421,latte,20
379,plain,97
26,yorkedness,180
210,rooster,201
494,yin,71
164,hand,22
105,lust,169
685,urination,23
910,raffle,194
417,kitsch,156
371,nonbondad,62
741,xylophone,88
846,radar,60
506,father-in-law,31
160,ketchup,172
706,quartz,230
374,urine,198
593,grinder,202
714,meringue,157
900,knickers,211
494,tambour,61
237,reinscription,48
137,breakfast,46
276,formatting,110
63,tallith,220
391,query,27
60,quest,165
450,taxis,133
969,kitten,229
415,uzbekistan,169
286,aspic,65
887,millimeter,166
437,workpaper,94
855,kiosk,187
549,education,121
60,oppression,116
12,urinal,155
382,semantics,164
499,warming,245
112,harvester,32
366,question,207
470,millimeter,123
409,ostrich,28
197,blogosphere,248
123,financing,114
597,reference,237
750,financing,160
130,vermicelli,58
836,mistake,89
934,incarceration,163
987,thumbnail,22
25,incircle,128
610,necessity,66
809,jug,76
241,evening-wear,117
689,xbox,92
852,kibbutznik,95
198,reporter,35
184,caucasian,171
12,caucasian,167
12,visual,44
869,likelihood,57
633,veteran,219
84,query,63
129,hybridisation,209
343,responsibility,239
106,pillowcase,220
551,signatory,40
385,harvester,244
864,vermicelli,80
299,workforce,25
365,normalisation,120
483,reporter,231
201,nerve,56
572,traveler,22
623,roadshow,171
125,harm,128
927,goodie,65
131,roadshow,90
338,vista,24
748,nonbondad,178
130,tremor,31
304,zebra,120
389,admire,215
704,zookeeper,20
121,raffle,177
881,nerve,133
111,wrapper,67
143,emails,80
497,innocence,39
948,factotum,230
397,northwest,64
88,git,123
297,oppression,86
352,gateway,157
463,unwillingness,25
297,ischemia,58
848,audiotape,159
459,yolk,239
866,jam,140
904,poncho,191
476,brat,199
884,registry,229
862,vista,181
820,zealot,78
372,taxis,69
729,lunch,213
921,infusion,31
500,relaxation,151
94,pan,133
553,organising,44
378,workpaper,205
366,kibbutznik,95
512,veteran,90
530,kick,128
742,little,36
208,tremor,48
506,thirst,144
211,financing,183
53,jason,188
841,economics,173
402,hornet,151
690,vista,155
277,yorkedness,199
160,extract,36
685,grandparent,192
654,underpass,105
180,german,68
755,synch,117
635,urination,217
238,harvester,210
225,numeracy,54
777,quidditch,154
523,tram,237
207,query,220
90,versaille,94
775,responsibility,154
146,windmill,126
297,outset,24
286,gazelle,21
749,executive,149
919,harvester,177
617,millimeter,184
788,littleneck,174
121,gateway,181
545,memo,202
966,millimeter,114
146,job,38
994,jingle,211
942,formatting,40
608,extract,140
398,semicircle,164
414,kindness,124
509,good-bye,146
939,vermicelli,209
791,git,244
507,transom,77
716,memo,171
672,xbox,231
563,relabelling,84
760,littleneck,78
617,query,72
228,gazelle,128
34,innocence,237
132,soda,21
916,kitsch,71
293,diagram,170
256,aspic,100
485,tessellation,22
898,zebrafish,105
331,yoke,187
830,xylophone,184
233,lunch,107
275,producer,147
115,father-in-law,124
537,extract,239
376,kibbutznik,125
940,festivity,110
333,uzbekistan,234
224,opinon,209
927,factotum,124
116,wrapper,113
7,littleneck,158
721,urinal,56
701,traveler,51
762,north america,196
215,step-grandfather,129
556,admire,204
680,supernatural,103
604,zoologist,78
548,gnu,132
205,german,240
688,kiosk,240
609,prostacyclin,244
852,hype,74
293,romaine,200
658,veteran,25
839,textbook,114
286,yolk,224
641,ultimatum,49
997,opinon,53
333,rooster,220
288,memo,97
832,feeding,210
784,hurry,220
497,latte,55
193,guacamole,238
528,tambour,131
136,misadventure,241
513,xylophone,45
695,fat,230
809,imagery,155
606,gateway,186
373,numeracy,30
705,factotum,31
343,query,217
222,deterioration,111
874,maker,199
85,radar,172
27,flood,222
232,guitar,125
176,turmoil,240
18,infusion,157
250,quiz,67
498,jam,195
268,zero,225
990,yoke,108
827,responsibility,111
658,planet,47
869,oyster,159
392,mistake,200
884,lube,83
31,crackpot,113
714,admire,34
727,lust,122
436,imagery,189
465,infusion,90
209,fat,179
584,hacksaw,47
778,honeydew,33
524,horseshoe,77
713,utensil,139
867,zipline,118
172,fabric,171
479,gall-bladder,226
240,kick,120
933,reinscription,201
208,greatness,226
106,railroad,163
613,harvester,152
277,wolf,31
141,xbox,57
178,xbox,193
630,harvester,156
875,zipline,219
273,incircle,197
382,fertilizer,124
729,evening-wear,246
683,sandbar,195
163,fat,24
109,mistake,100
910,git,53
110,little,167
218,yorkedness,228
629,tremor,202
858,transom,110
369,mistake,189
419,restoration,124
332,breakfast,187
965,relabelling,247
434,oyster,180
876,zero,189
837,stab,34
959,unwillingness,167
171,german,191
857,wolf,136
363,zipline,170
49,grinder,139
797,step-grandfather,150
182,lookout,48
962,pillowcase,112
140,kibbutznik,126
885,xylophone,34
54,poncho,247
748,admire,152
532,overlapping,127
310,kiosk,190
327,financing,149
174,zebra,43
232,diagram,118
278,kenneth,59
284,neologism,223
261,jingle,97
794,congratulation,48
369,vista,138
258,job,196
93,grinder,93
623,benedict,132
52,formatting,192
726,vulnerability,100
19,brat,78
228,emails,58
330,restoration,24
236,kindness,196
19,relaxation,130
174,rep,128
801,workmanship,39
32,horseshoe,127
634,hacksaw,244
433,ultimatum,99
965,urine,75
440,incarceration,148
276,interior,63
793,nonbondad,161
723,raffle,231
823,zebrafish,135
774,jingle,231
867,junket,40
414,necessity,165
755,xylophone,23
572,improvement,159
643,grandparent,240
988,lyre,231
455,kern,153
371,numeracy,50
358,numeracy,130
129,admire,242
256,supernatural,119
272,vermicelli,226
752,grimness,55
50,diagram,107
387,utensil,163
638,nonbondad,202
495,emptiness,102
362,worry,223
524,hornet,202
258,quantum,247
182,transom,67
728,congratulation,132
656,crackpot,226
897,authorisation,207
745,hurry,69
886,railroad,90
827,pass,24
303,soda,144
830,urinal,58
409,mistake,135
353,feeding,242
521,yang,101
521,admire,23
255,maker,71
608,guitar,174
452,nonbondad,169
935,blogosphere,180
147,admire,148
211,xbox,48
867,rangoon,186
435,outset,29
66,pan,240
959,zipline,223
595,inspector,138
890,impostor,83
809,latte,243
81,lookout,227
481,german,177
162,formatting,60
939,hype,27
397,citral,36
193,misadventure,144
246,zookeeper,68
535,xylophone,102
96,urination,108
312,ostrich,164
834,semicircle,129
959,little,52
510,thumbnail,144
595,utensil,31
261,interior,165
24,inequality,28
91,gall-bladder,24
77,flask,64
577,traveler,45
784,audiotape,83
77,zebrafish,199
443,rep,204
803,jute,202
114,emails,82
287,german,93
330,north america,133
568,kindness,77
515,benedict,127
599,emptiness,60
983,outset,109
461,underpass,64
720,kiosk,84
64,yin,32
701,meringue,95
197,goodie,93
341,proliferation,76
703,prostacyclin,186
321,wolf,111
174,veteran,238
198,rangoon,99
809,neologism,97
640,jingle,179
500,harm,208
824,kick,59
201,quartz,32
367,epee,101
955,worry,38
56,jingle,122
398,normalisation,177
761,nectarine,163
392,fresco,201
626,kitten,105
139,fabric,156
483,imagery,178
960,plain,111
674,authorisation,143
452,emptiness,82
451,yoke,224
966,maker,154
85,xbox,205
487,pan,88
467,extract,66
760,discomfiture,35
800,little,74
687,hype,246
481,plain,142
561,fertilizer,58
255,lust,131
17,volume,86
594,quarto,20
911,gnu,93
38,x-ray,88
114,zebrafish,244
545,traveler,30
270,wolf,208
314,xbox,70
934,mistake,70
43,reinscription,137
18,honeydew,212
296,rep,92
209,roadshow,193
670,uzbekistan,170
385,registry,45
492,kitten,22
737,grinder,100
172,nectarine,221
557,update,34
170,greatness,206
225,lack,21
619,planet,138
332,uzbekistan,246
847,update,158
791,appellation,230
792,hit,214
83,evening-wear,61
752,hope,52
470,wrapper,114
286,quest,226
686,pan,133
673,workpaper,44
11,appellation,127
483,zucchini,115
201,responsibility,125
670,reinscription,26
323,wolf,230
898,inspector,244
473,kindness,231
461,soda,54
426,hawk,195
208,outsider,223
618,question,204
793,harm,201
925,knife,244
683,jingle,186
209,ultimatum,180
374,traveler,46
96,executive,54
669,vista,213
19,yin,157
923,zookeeper,109
655,likelihood,248
589,numeracy,194
531,kern,153
50,kibbutznik,84
608,xylophone,145
309,supernatural,242
855,citral,236
513,good-bye,133
286,zero,50
107,guacamole,155
603,tune-up,128
252,underpass,32
990,pan,139
468,unwillingness,50
827,oppression,102
255,rangoon,55
165,xbox,95
27,xbox,113
68,veteran,230
336,harvester,73
623,tune-up,123
966,raffle,56
114,north america,246
506,vulnerability,238
129,membrane,248
712,flask,146
779,hornet,115
498,vomiting,144
607,xylophone,143
55,numeracy,124
761,cumin,175
124,yorkedness,208
742,admire,97
662,brat,65
771,zero,43
309,fabric,111
497,x-ray,141
395,jingle,124
700,transom,132
850,reference,34
727,discomfiture,120
177,formatting,79
16,job,203
799,prostacyclin,142
202,refrigerator,28
694,earring,24
574,earring,54
153,protagonist,177
912,proceeding,35
21,zealot,171
72,kitsch,197
115,x-ray,202
469,harvester,234
428,quiz,96
131,flood,77
555,jason,127
70,jimmy,28
302,urinal,185
796,gateway,109
973,uzbekistan,185
255,discomfiture,234
465,deterioration,64
728,blogosphere,173
438,warming,49
620,proceeding,30
761,memo,29
731,textbook,160
969,grimness,132
499,x-ray,223
881,quest,163
569,earring,165
372,festivity,69
288,tremor,187
808,question,116
782,kenneth,223
43,infusion,101
430,flood,183
976,zebra,175
169,outset,171
819,underwire,150
155,quidditch,206
976,killie,244
980,rangoon,171
919,millimeter,56
571,meringue,236
131,grimness,80
980,formatting,154
821,pan,234
83,greatness,30
637,restoration,206
479,grinder,21
401,kitten,216
687,nonbondad,100
564,tessellation,111
55,freeze,72
304,emery,49
988,misadventure,155
611,synch,43
635,stab,237
942,reference,244
318,quiz,133
824,zebrafish,169
574,raffle,196
423,underwire,221
441,knickers,65
47,semantics,77
37,workforce,242
768,education,23
11,urination,95
643,genius,167
948,knickers,220
165,jute,224
583,jingle,178
651,connectedness,27
952,lube,231
172,nerve,147
498,knife,74
394,jailhouse,89
147,quartz,197
220,latte,181
849,overlapping,95
311,uzbekistan,164
348,epee,28
923,harvester,85
699,fabric,216
100,incarceration,214
309,latte,177
364,knickers,34
299,yin,58
899,xbox,188
952,raffle,136
409,mailing,116
954,yorkedness,188
920,kenneth,116
608,lust,216
380,wrapper,117
627,flood,206
292,inequality,105
727,armenian,178
488,zebrafish,56
512,gateway,166
802,genius,172
855,mistake,53
783,incircle,124
245,education,49
461,xylophone,148
444,dickey,237
532,numeracy,130
435,greatness,202
575,audiotape,202
760,defense,61
306,lube,248
957,rep,65
571,ischemia,73
253,hornet,62
658,interior,113
733,rangoon,179
602,lunch,126
94,kibbutznik,129
952,flask,200
727,kick,100
577,ischemia,39
900,plain,41
829,traveler,237
484,romaine,183
72,x-ray,58
68,textbook,210
133,nonbondad,186
583,warming,241
707,x-ray,51
247,update,178
954,pan,100
506,blogosphere,118
372,zipline,209
447,evening-wear,66
358,question,66
1000,job,184
958,vermicelli,224
664,refrigerator,59
852,jimmy,218
28,ultimatum,236
563,quiz,90
331,worry,192
758,registry,166
312,ischemia,190
413,cumin,234
428,zealot,146
159,llama,162
638,hope,173
767,pillowcase,68
677,hybridisation,163
410,jingle,106
113,workforce,87
749,defense,87
351,congratulation,226
104,idol,123
444,vomiting,207
367,gateway,179
671,connectedness,128
381,gall-bladder,79
937,unwillingness,83
337,afterlife,168
589,refrigerator,30
866,zero,88
226,supernatural,23
700,jingle,106
958,x-ray,92
499,imagery,234
458,synch,182
645,fertilizer,51
450,graft,121
162,veteran,111
571,whereabouts,98
741,tallith,104
773,but,241
329,zero,216
305,thumbnail,70
646,kenneth,203
194,nonbondad,158
115,audiotape,222
821,whereabouts,30
923,killie,33
58,numeracy,107
514,tremor,97
122,quartz,89
407,greatness,238
905,query,245
2,nerve,202
291,diagram,56
372,quidditch,41
56,freeze,184
555,incircle,77
585,grimness,69
341,incircle,74
818,textbook,65
521,feeding,158
120,crackpot,58
267,grinder,208
778,discomfiture,60
319,producer,75
82,inspector,121
451,kenneth,104
779,knife,105
55,yolk,52
417,ultimatum,187
381,underpass,118
198,quest,77
803,zither,20
753,inspector,248
69,xylophone,32
982,llama,62
741,veteran,132
955,urinal,139
517,proceeding,63
766,incitement,68
737,littleneck,192
26,emery,148
352,roadshow,133
424,kendo,163
249,fertilizer,24
456,quartz,87
880,oppression,114
663,gateway,243
224,taxis,152
624,emery,115
559,essence,199
358,hand,31
311,unwillingness,62
269,zipline,86
65,outsider,146
374,discomfiture,136
321,git,53
369,yin,183
799,zucchini,184
322,financing,66
594,earring,129
262,reporter,222
908,fabric,45
821,dickey,129
19,plain,66
39,quantum,163
555,jailhouse,80
481,misadventure,203
102,caucasian,164
471,xbox,231
254,graft,148
353,vomiting,117
455,admire,58
255,graft,150
272,kitten,108
775,zebra,87
800,harvester,34
84,gazelle,234
114,fat,237
286,organising,160
875,sandbar,133
198,hacksaw,121
832,millimeter,86
784,northwest,153
579,jute,180
288,nectarine,192
565,update,38
183,uzbekistan,45
186,zipline,213
46,xylophone,80
634,hurry,213
463,lyre,123
283,memo,43
641,kindergarten,136
218,kiosk,200
106,admire,216
489,quiz,78
372,lust,129
311,blogosphere,88
482,railroad,185
781,vomiting,71
649,jam,171
893,lunch,135
242,dickey,40
971,memo,178
844,factotum,238
766,relationship,33
76,goodie,208
613,knickers,21
638,oyster,167
163,rooster,79
802,normalisation,92
477,expansion,226
530,admire,115
432,yolk,77
376,ultimatum,159
406,outset,208
66,unwillingness,23
391,cumin,34
712,misadventure,167
626,jason,35
162,quest,47
443,xylophone,245
660,economics,95
81,yoke,199
254,hope,172
192,lube,24
873,transom,223
329,outset,57
436,thumbnail,27
244,supernatural,124
231,restoration,169
268,reference,182
711,zookeeper,225
612,llama,164
624,workmanship,152
651,turmoil,199
9,quarto,243
528,grease,31
491,juggling,147
269,backbone,147
682,granny,64
975,yang,144
786,jimmy,101
204,tambour,219
938,tambour,234
83,tambour,181
860,rep,228
799,tallith,45
194,incitement,155
268,discomfiture,142
410,xylophone,110
576,semicircle,151
507,lust,60
738,flood,178
597,independence,148
334,innocence,22
901,transom,41
239,graft,80
406,producer,217
539,lunch,221
576,visual,147
594,petroleum,235
780,afterlife,56
191,outsize,229
597,opportunist,148
109,poncho,144
944,kendo,166
674,taxis,105
484,kiosk,236
135,xylophone,149
227,zoologist,181
389,prostacyclin,84
94,grandparent,54
592,whereabouts,91
69,taxis,234
408,tessellation,230
924,tune-up,114
675,membrane,179
22,versaille,136
28,horseshoe,186
550,ostrich,131
119,fat,158
824,zipline,193
409,soda,165
660,grimness,242
860,xylophone,41
171,job,141
40,interior,182
