user_id,page_visited,time_spent
49,lining,235
41,bud,145
64,auditor,229
63,snob,155
51,paramedic,100
47,defendant,165
7,offence,62
49,doubt,145
16,vinyl,117
93,bud,91
28,snob,140
3,doubt,111
40,lining,209
52,doubt,198
21,defendant,115
31,vinyl,175
8,quaffle,56
91,lining,188
74,quality,52
18,paramedic,168
46,linguist,200
23,maker,190
72,doubt,138
84,defendant,118
69,van,23
20,jar,94
15,linguist,94
49,doubt,79
56,quality,197
33,linguist,182
11,auditor,98
26,defendant,84
72,linguist,220
47,vegetable,213
95,van,122
97,doubt,171
50,bud,79
97,snob,48
1,bud,159
87,queue,93
26,quaffle,196
65,ink,76
90,feedback,161
49,feedback,70
5,jar,71
15,ink,81
50,quaffle,170
74,linguist,109
7,defendant,132
75,vegetable,84
28,lining,214
85,feedback,79
61,quaffle,165
74,auditor,60
83,vegetable,78
23,offence,52
83,quaffle,159
55,snob,194
86,doubt,239
65,maker,29
69,van,107
85,quaffle,174
58,vinyl,50
74,queue,64
56,bud,156
10,jar,201
50,auditor,200
44,quaffle,82
80,maker,26
24,lining,203
1,auditor,33
34,jar,108
32,doubt,138
83,snob,120
29,auditor,164
77,auditor,233
96,paramedic,196
44,xbox,177
40,xbox,190
16,quality,123
25,defendant,235
63,bud,159
7,ink,206
19,feedback,60
89,quality,227
10,quaffle,94
53,bud,241
19,ink,147
14,doubt,90
19,snob,146
93,quaffle,40
67,linguist,87
14,vegetable,174
13,snob,147
2,defendant,110
78,bud,60
76,feedback,101
90,feedback,159
89,paramedic,213
41,jar,81
73,vegetable,104
94,paramedic,246
37,xbox,123
79,snob,148
100,queue,215
80,defendant,151
58,vegetable,69
63,xbox,212
89,ink,87
14,maker,69
43,vinyl,233
42,paramedic,115
91,maker,89
75,quaffle,126
45,snob,236
26,jar,138
7,offence,38
95,queue,183
84,van,227
67,ink,166
21,maker,59
81,feedback,30
51,van,40
38,van,55
3,snob,145
84,feedback,192
92,feedback,80
48,xbox,84
10,van,189
57,maker,26
86,lining,151
46,lining,146
2,auditor,209
60,queue,194
31,quaffle,197
2,paramedic,76
94,vinyl,117
71,jar,104
17,maker,29
88,snob,113
65,van,35
48,feedback,39
68,jar,94
58,auditor,68
86,auditor,27
22,quality,85
43,bud,40
24,quality,213
68,vinyl,45
22,auditor,138
88,linguist,34
33,doubt,71
56,quaffle,58
68,defendant,174
2,linguist,222
81,van,173
50,bud,150
34,jar,137
37,quaffle,20
37,doubt,91
60,vegetable,232
21,xbox,23
34,doubt,110
67,quality,170
61,doubt,215
49,quaffle,124
81,feedback,78
29,offence,184
32,snob,153
66,quality,77
46,maker,201
65,lining,86
73,linguist,147
73,defendant,73
46,defendant,166
31,queue,205
14,vinyl,219
6,doubt,212
94,jar,25
52,xbox,111
43,feedback,214
55,quality,163
54,quality,37
24,ink,79
68,paramedic,152
54,offence,118
59,auditor,84
43,paramedic,181
18,jar,238
70,offence,113
20,ink,169
43,auditor,106
90,offence,123
72,offence,208
86,vegetable,62
49,vegetable,86
48,quaffle,124
66,jar,115
79,auditor,122
30,quality,147
45,doubt,220
67,auditor,154
52,vegetable,202
60,snob,47
18,vegetable,80
15,paramedic,194
84,van,80
1,jar,145
88,auditor,83
90,jar,122
77,paramedic,118
39,quality,31
43,bud,168
54,quaffle,237
53,quality,205
82,queue,159
13,vinyl,164
82,van,207
76,feedback,34
80,jar,84
80,linguist,234
67,vinyl,85
79,feedback,153
23,queue,236
95,snob,81
86,xbox,232
98,linguist,247
6,feedback,185
77,offence,57
19,vinyl,69
94,snob,161
38,paramedic,192
52,offence,91
31,snob,128
94,bud,80
91,jar,209
76,vegetable,102
28,xbox,98
44,quality,151
90,lining,247
40,vegetable,26
30,queue,238
86,linguist,39
59,paramedic,179
33,quaffle,69
60,quality,202
6,van,122
57,auditor,182
42,offence,210
75,linguist,83
65,vegetable,92
67,queue,120
92,ink,221
43,feedback,189
98,quaffle,187
48,bud,194
53,jar,81
87,paramedic,228
17,quaffle,228
97,paramedic,197
23,vegetable,62
32,lining,46
19,vegetable,203
96,van,175
31,van,178
63,vegetable,40
37,snob,87
11,bud,174
96,lining,135
30,vegetable,111
11,vegetable,240
88,defendant,89
35,ink,155
89,offence,68
34,van,236
14,queue,205
64,ink,69
12,bud,142
50,bud,248
70,xbox,121
92,maker,56
94,auditor,28
8,queue,136
56,paramedic,158
78,ink,200
76,snob,92
100,feedback,108
98,feedback,68
73,vinyl,64
65,paramedic,127
72,paramedic,183
65,quaffle,58
31,quaffle,204
97,feedback,195
79,paramedic,135
59,defendant,176
96,snob,65
59,paramedic,97
100,offence,181
41,ink,85
82,vegetable,112
31,doubt,138
47,paramedic,31
95,vinyl,185
20,defendant,138
15,maker,181
53,lining,241
63,quaffle,151
76,defendant,219
50,ink,21
87,xbox,67
16,bud,125
25,defendant,99
96,jar,51
61,auditor,66
71,ink,104
41,van,213
8,jar,218
52,jar,104
65,xbox,160
51,queue,129
83,ink,226
83,ink,188
22,snob,28
61,xbox,41
57,jar,78
76,linguist,191
71,auditor,127
82,quality,104
72,feedback,68
19,linguist,118
84,feedback,94
16,feedback,133
50,van,92
56,vinyl,214
98,offence,179
98,doubt,216
82,queue,34
9,quality,53
72,snob,31
86,offence,187
18,snob,34
17,ink,159
85,xbox,236
7,vegetable,110
42,offence,195
73,feedback,85
31,quality,246
35,van,71
74,linguist,78
85,quality,214
56,doubt,216
73,snob,132
83,linguist,212
39,defendant,97
96,xbox,37
67,snob,24
42,maker,106
74,quality,154
8,linguist,241
67,maker,243
72,linguist,111
36,linguist,62
74,linguist,45
26,maker,159
56,linguist,125
82,offence,35
13,quality,35
43,quality,56
79,queue,181
93,feedback,140
97,quality,133
18,xbox,33
19,van,242
5,van,135
14,quality,76
30,ink,223
61,vegetable,100
79,snob,217
79,xbox,151
63,ink,26
62,quality,234
57,quality,72
5,maker,248
62,ink,137
39,ink,159
47,jar,162
22,quaffle,61
51,offence,215
44,linguist,224
41,van,24
47,bud,104
80,offence,166
79,snob,68
68,van,136
13,auditor,24
100,linguist,169
48,lining,247
84,linguist,113
27,ink,121
99,vegetable,146
1,ink,94
41,maker,116
71,maker,185
9,defendant,72
13,defendant,44
18,auditor,128
16,jar,215
31,bud,178
3,van,27
29,bud,53
59,lining,44
87,feedback,20
88,bud,58
91,doubt,246
58,vinyl,179
7,defendant,229
60,feedback,154
54,snob,240
92,quaffle,42
68,vegetable,85
67,doubt,212
79,bud,106
63,lining,40
84,jar,141
69,quality,146
50,van,197
100,offence,20
51,doubt,225
62,auditor,119
52,bud,58
8,maker,54
36,bud,99
83,ink,141
82,bud,213
38,ink,241
92,quality,209
49,van,217
28,quaffle,155
17,defendant,49
74,vinyl,207
13,linguist,49
48,bud,222
65,offence,101
4,lining,141
15,ink,120
54,offence,63
92,queue,131
37,quaffle,39
52,offence,77
81,defendant,81
63,snob,191
81,quaffle,216
93,ink,91
52,vegetable,64
59,quaffle,45
45,xbox,65
41,offence,113
78,quaffle,155
30,feedback,156
77,vinyl,211
57,xbox,110
8,linguist,78
40,linguist,225
18,offence,69
21,vinyl,180
50,van,120
39,maker,115
45,vinyl,209
19,xbox,221
16,ink,187
93,offence,142
80,doubt,213
41,bud,175
40,ink,124
96,linguist,186
99,queue,223
88,maker,228
81,queue,100
40,vinyl,105
84,vinyl,180
67,maker,198
38,defendant,235
58,vinyl,89
53,auditor,176
100,doubt,202
13,offence,142
34,queue,82
36,van,74
87,jar,85
78,doubt,21
56,bud,118
62,vegetable,52
32,vinyl,202
84,maker,187
8,feedback,32
9,paramedic,178
28,quality,187
26,queue,223
88,defendant,41
4,jar,121
47,ink,228
44,van,106
83,bud,238
71,snob,139
59,queue,125
75,linguist,215
27,ink,60
48,linguist,66
87,doubt,229
80,xbox,186
19,quaffle,87
71,lining,225
99,quality,73
7,vinyl,63
60,quaffle,132
68,linguist,34
2,queue,28
85,vegetable,189
58,maker,150
29,jar,141
94,offence,244
65,bud,30
82,queue,158
53,bud,201
40,auditor,162
35,lining,154
32,auditor,29
33,ink,213
11,auditor,60
17,auditor,80
26,quality,110
62,snob,55
61,vinyl,60
13,offence,186
76,xbox,72
55,quality,95
53,quality,66
68,van,29
60,quaffle,114
42,linguist,216
96,vinyl,84
19,vinyl,114
2,auditor,205
9,feedback,74
10,feedback,27
44,snob,103
50,queue,153
43,lining,203
59,vegetable,178
55,linguist,142
11,xbox,52
1,vinyl,146
81,quaffle,51
12,auditor,69
91,quality,93
16,paramedic,83
56,quality,139
80,linguist,145
38,bud,44
4,lining,54
78,maker,153
78,doubt,38
40,quaffle,136
39,auditor,180
63,vegetable,228
48,vinyl,54
57,bud,45
86,jar,72
36,lining,244
18,snob,60
4,paramedic,149
81,quaffle,65
60,ink,28
87,quaffle,65
40,queue,40
64,feedback,234
25,xbox,93
28,auditor,198
93,auditor,207
20,snob,228
18,xbox,136
9,vegetable,26
17,linguist,173
28,quality,191
1,vegetable,125
22,xbox,55
95,vegetable,83
3,bud,43
78,van,155
60,snob,55
10,queue,87
67,jar,193
34,offence,63
57,auditor,62
38,bud,141
84,jar,208
65,maker,225
64,auditor,238
100,feedback,198
45,xbox,132
39,quality,62
47,quaffle,106
40,doubt,132
74,bud,162
94,jar,186
51,auditor,67
58,jar,164
100,jar,208
6,ink,169
50,lining,179
33,quaffle,121
65,vegetable,115
28,xbox,81
100,ink,222
78,ink,180
41,defendant,166
29,bud,226
66,snob,52
32,offence,25
37,ink,97
41,snob,106
95,auditor,228
65,quaffle,245
93,xbox,101
52,vinyl,205
62,doubt,91
93,snob,119
50,vinyl,87
4,offence,203
49,feedback,27
15,auditor,56
56,maker,87
91,van,200
96,snob,98
34,jar,196
51,vegetable,54
64,offence,22
28,xbox,51
76,ink,134
89,queue,52
26,linguist,218
96,xbox,226
23,van,110
3,feedback,238
46,jar,233
66,quality,202
91,quaffle,145
6,van,242
15,xbox,66
11,linguist,22
16,queue,104
45,quality,221
9,defendant,152
7,xbox,133
62,quaffle,48
71,queue,108
98,doubt,155
44,lining,42
70,doubt,61
100,queue,220
11,bud,201
50,queue,166
68,van,234
51,auditor,111
68,lining,47
13,snob,196
61,auditor,96
51,lining,21
32,xbox,185
63,bud,191
96,quality,34
29,defendant,193
7,snob,35
73,doubt,216
91,vegetable,140
46,queue,183
9,defendant,196
87,auditor,32
68,paramedic,187
91,maker,245
60,van,70
58,maker,39
44,quaffle,243
74,van,49
57,auditor,183
91,bud,242
32,jar,124
64,van,61
3,bud,114
77,xbox,130
40,vinyl,103
19,doubt,152
55,snob,185
13,xbox,223
95,maker,221
30,lining,23
54,quality,220
60,xbox,136
52,feedback,140
74,paramedic,28
23,queue,92
10,offence,124
22,maker,218
32,van,238
5,queue,105
81,lining,60
46,vinyl,32
56,quaffle,129
95,xbox,229
15,jar,39
29,snob,220
6,offence,151
97,vegetable,90
50,vinyl,20
81,paramedic,62
83,doubt,121
81,defendant,31
55,vegetable,119
70,doubt,208
64,auditor,109
37,van,80
95,queue,174
93,bud,152
91,defendant,232
34,quality,86
95,ink,166
26,vinyl,132
5,jar,32
19,offence,138
82,bud,158
32,paramedic,207
7,ink,232
78,feedback,89
93,quality,74
4,van,218
96,maker,80
81,feedback,205
2,jar,99
37,vegetable,74
16,offence,208
47,van,183
41,xbox,228
42,queue,146
50,lining,87
30,queue,73
32,linguist,74
21,vegetable,233
32,defendant,65
15,quaffle,44
81,snob,154
60,linguist,245
24,quality,157
1,quaffle,95
31,lining,155
18,ink,117
70,bud,161
69,vinyl,172
65,vinyl,238
78,vinyl,104
3,maker,61
45,paramedic,121
72,doubt,48
98,jar,231
7,van,219
27,defendant,69
28,quaffle,229
84,vegetable,242
99,bud,200
33,offence,148
66,van,200
75,vinyl,226
23,auditor,140
20,van,107
79,defendant,133
98,auditor,111
67,vinyl,108
99,paramedic,200
50,quaffle,50
3,quality,89
77,paramedic,214
51,feedback,244
33,bud,188
52,vinyl,133
32,linguist,39
86,lining,240
48,vinyl,62
73,vinyl,206
1,maker,85
34,doubt,211
11,quality,105
6,snob,224
9,offence,212
2,bud,151
27,defendant,186
76,quality,129
4,defendant,134
32,jar,153
16,jar,122
20,offence,96
91,queue,114
78,quality,46
87,paramedic,221
86,xbox,219
65,ink,35
77,doubt,102
45,ink,210
66,maker,121
61,xbox,37
13,xbox,98
41,quality,241
51,snob,67
53,feedback,118
94,auditor,161
57,jar,159
55,defendant,203
99,vinyl,221
59,quality,156
61,defendant,56
88,vinyl,38
29,defendant,36
10,paramedic,55
39,offence,108
84,doubt,105
98,snob,189
42,queue,151
88,paramedic,222
90,snob,151
57,lining,136
25,vinyl,199
53,lining,62
28,offence,74
28,auditor,128
21,bud,60
14,maker,155
29,doubt,211
17,ink,245
54,offence,27
80,snob,229
23,bud,124
75,quaffle,39
93,defendant,29
27,maker,190
94,auditor,97
61,queue,151
51,auditor,61
63,feedback,37
16,doubt,190
39,linguist,74
57,linguist,114
22,auditor,111
19,maker,223
51,queue,74
33,auditor,49
80,xbox,23
80,bud,186
52,lining,206
53,bud,194
15,van,23
23,maker,160
64,jar,93
13,bud,52
55,bud,130
16,defendant,176
74,vegetable,141
10,van,58
9,offence,224
9,xbox,121
89,snob,148
30,defendant,122
77,paramedic,135
86,linguist,233
96,auditor,72
76,xbox,87
45,feedback,133
97,van,238
21,queue,164
6,offence,242
80,paramedic,128
93,paramedic,237
59,linguist,48
60,van,45
7,vegetable,135
32,jar,207
36,lining,149
62,snob,55
62,offence,49
61,ink,24
80,bud,75
77,jar,111
67,van,77
90,maker,209
10,xbox,21
2,doubt,236
67,auditor,218
68,defendant,21
20,xbox,117
35,feedback,131
65,snob,174
4,auditor,43
75,feedback,212
75,ink,62
35,linguist,229
30,quaffle,98
2,quaffle,215
80,lining,104
4,quality,122
59,xbox,67
74,paramedic,33
2,vegetable,67
15,auditor,147
54,queue,73
74,feedback,115
31,van,57
23,offence,131
78,auditor,109
30,queue,215
85,defendant,222
87,offence,56
27,ink,214
21,vinyl,176
22,feedback,51
77,paramedic,41
19,snob,31
70,xbox,51
58,linguist,205
73,van,241
9,offence,34
12,van,94
11,queue,105
86,linguist,145
63,quality,92
69,vinyl,104
54,auditor,169
33,offence,29
86,vinyl,26
30,quaffle,222
52,doubt,212
99,queue,184
43,queue,97
61,vegetable,76
23,offence,88
28,linguist,175
95,maker,77
76,paramedic,70
63,ink,160
41,paramedic,133
3,linguist,37
97,auditor,105
100,maker,236
79,ink,118
8,auditor,242
91,defendant,203
86,paramedic,77
73,defendant,192
83,auditor,99
95,snob,242
15,doubt,216
46,quaffle,159
72,auditor,43
80,queue,137
19,doubt,163
52,quaffle,98
77,auditor,40
11,jar,143
26,auditor,90
60,xbox,84
92,auditor,60
61,doubt,202
21,lining,69
100,feedback,48
56,feedback,99
6,feedback,193
60,vinyl,210
58,bud,107
57,lining,172
100,vegetable,242
45,ink,144
31,jar,60
52,auditor,175
67,quality,179
44,lining,188
61,vinyl,122
98,quaffle,105
73,bud,233
13,vegetable,247
66,lining,87
62,maker,73
74,queue,142
59,auditor,69
96,offence,192
6,jar,199
15,maker,236
80,lining,53
62,feedback,200
56,vegetable,192
4,defendant,45
63,quality,245
39,vinyl,117
100,defendant,189
67,lining,51
67,snob,50
85,quality,23
99,ink,66
65,xbox,227
94,jar,131
2,offence,196
77,vegetable,223
7,doubt,88
97,auditor,179
59,maker,236
12,van,189
54,xbox,63
59,ink,34
44,linguist,160
43,maker,200
93,linguist,151
57,defendant,171
80,maker,162
94,doubt,86
70,ink,70
25,paramedic,174
95,jar,193
43,quality,59
2,feedback,139
62,ink,138
85,quality,132
80,doubt,154
71,offence,248
85,quality,123
80,feedback,131
27,van,59
76,vinyl,175
85,xbox,152
18,bud,211
18,snob,135
4,bud,97
17,auditor,38
95,vinyl,107
56,bud,166
45,ink,41
74,maker,76
85,snob,28
7,offence,203
98,xbox,127
61,ink,145
1,vegetable,48
54,quality,53
98,ink,205
31,paramedic,110
7,van,220
15,jar,206
26,vegetable,108
73,linguist,167
67,ink,177
41,offence,130
92,xbox,178
80,bud,147
67,jar,42
77,lining,30
23,queue,43
87,bud,54
46,van,173
49,defendant,41
9,jar,178
55,jar,194
20,van,217
27,vegetable,211
57,lining,38
82,vegetable,138
19,jar,86
46,maker,220
14,snob,168
8,van,50
23,vegetable,164
9,van,84
38,doubt,211
86,vinyl,237
35,queue,197
77,offence,63
43,vinyl,48
91,van,107
26,offence,155
78,van,244
72,paramedic,245
14,auditor,102
50,van,106
93,quaffle,176
44,xbox,92
17,snob,248
14,snob,34
22,bud,43
97,ink,223
35,linguist,100
8,lining,244
27,ink,83
57,defendant,36
65,queue,65
99,paramedic,83
6,doubt,90
47,bud,66
16,snob,211
61,ink,88
18,auditor,27
53,ink,191
24,lining,22
60,bud,141
59,auditor,97
37,jar,229
70,vinyl,83
26,lining,83
12,lining,172
75,linguist,86
18,auditor,142
36,van,78
44,defendant,139
